age,mass,luminosity,temperature,gravity,radius
0.03,0.002,-5.922999999999999,530.0,3.513,0.1297
0.03,0.003,-5.564,648.0,3.681,0.1309
0.03,0.004,-5.276,762.0,3.799,0.1319
0.03,0.005,-5.03,874.0,3.888,0.1331
0.03,0.006,-4.809,988.0,3.96,0.1343
0.03,0.006999999999999999,-4.598,1109.0,4.016,0.1359
0.03,0.008,-4.421,1218.0,4.06,0.1381
0.03,0.009000000000000001,-4.337,1268.0,4.0969999999999995,0.1405
0.03,0.01,-4.271,1306.0,4.128,0.1427
0.03,0.011000000000000001,-4.195,1350.0,4.15,0.146
0.03,0.012,-4.041,1444.0,4.152,0.1522
0.03,0.013000000000000001,-3.6860000000000004,1723.0,4.138,0.161
0.03,0.013999999999999999,-3.457,1912.0,4.121,0.1703
0.03,0.015,-3.322,2036.0,4.126,0.1753
0.03,0.016,-3.3,2066.0,4.158,0.1746
0.03,0.017,-3.3760000000000003,2018.0,4.218,0.1678
0.03,0.018000000000000002,-3.4339999999999997,1980.0,4.269,0.1629
0.03,0.019,-3.445,1983.0,4.3069999999999995,0.1603
0.03,0.02,-3.425,2010.0,4.332,0.1597
0.03,0.022000000000000002,-3.3739999999999997,2076.0,4.378,0.1588
0.03,0.024,-3.313,2148.0,4.413,0.1593
0.03,0.026000000000000002,-3.2489999999999997,2219.0,4.442,0.1605
0.03,0.027999999999999997,-3.19,2286.0,4.466,0.162
0.03,0.03,-3.135,2345.0,4.485,0.164
0.03,0.033,-3.062,2424.0,4.512,0.1667
