#wave	trans
0.61	1.0480499999999999e-05
0.61025	1.07607e-05
0.6105	1.10945e-05
0.61075	1.1491900000000001e-05
0.611	1.19645e-05
0.61125	1.2521e-05
0.6115	1.3181600000000001e-05
0.61175	1.39647e-05
0.612	1.48917e-05
0.61225	1.59918e-05
0.6125	1.72903e-05
0.61275	1.88207e-05
0.613	2.06221e-05
0.61325	2.2737399999999997e-05
0.6135	2.522e-05
0.61375	2.81297e-05
0.614	3.1534899999999995e-05
0.61425	3.55182e-05
0.6145	4.0166799999999996e-05
0.61475	4.5584099999999996e-05
0.615	5.1888e-05
0.61525	5.9207700000000006e-05
0.6155	6.77e-05
0.61575	7.75384e-05
0.616	8.891969999999999e-05
0.61625	0.000102055
0.6165	0.000117203
0.61675	0.000134649
0.617	0.000154711
0.61725	0.000177715
0.6175	0.000204086
0.61775	0.000234272
0.618	0.000268775
0.61825	0.00030827599999999996
0.6185	0.000353311
0.61875	0.00040458199999999996
0.619	0.000462865
0.61925	0.000529024
0.6195	0.000604013
0.61975	0.000688885
0.62	0.0007848019999999999
0.62025	0.000892934
0.6205	0.00101476
0.62075	0.00115183
0.621	0.0013058
0.62125	0.00147886
0.6215	0.00167275
0.62175	0.00188966
0.622	0.00213197
0.62225	0.00240104
0.6225	0.00270057
0.62275	0.00303352
0.623	0.00340307
0.62325	0.00381251
0.6235	0.00426561
0.62375	0.0047663
0.624	0.00531876
0.62425	0.00592952
0.6245	0.006601699999999999
0.62475	0.00734042
0.625	0.00815107
0.62525	0.00903889
0.6255	0.0100102
0.62575	0.0110714
0.626	0.0122291
0.62625	0.013491399999999999
0.6265	0.014864600000000002
0.62675	0.0163562
0.627	0.017974
0.62725	0.0197225
0.6275	0.021613099999999996
0.62775	0.0236543
0.628	0.0258548
0.62825	0.0282275
0.6285	0.0307783
0.62875	0.033516699999999996
0.629	0.036452
0.62925	0.039585300000000004
0.6295	0.0429333
0.62975	0.0465054
0.63	0.0503111
0.63025	0.054372699999999996
0.6305	0.0586884
0.63075	0.06326749999999999
0.631	0.0681188
0.63125	0.07326010000000001
0.6315	0.0786921
0.63175	0.0844227
0.632	0.0904595
0.63225	0.09677569999999999
0.6325	0.103407
0.63275	0.11035899999999998
0.633	0.11763599999999999
0.63325	0.125255
0.6335	0.133207
0.63375	0.141496
0.634	0.150123
0.63425	0.15907000000000002
0.6345	0.168353
0.63475	0.177971
0.635	0.187922
0.63525	0.198268
0.6355	0.208945
0.63575	0.21994899999999998
0.636	0.231271
0.63625	0.242853
0.6365	0.254732
0.63675	0.266898
0.637	0.279341
0.63725	0.292101
0.6375	0.305116
0.63775	0.318372
0.638	0.331854
0.63825	0.345404
0.6385	0.359135
0.63875	0.373029
0.639	0.387067
0.63925	0.40129499999999996
0.6395	0.41563199999999995
0.63975	0.43006000000000005
0.64	0.44455600000000006
0.64025	0.459125
0.6405	0.47372299999999995
0.64075	0.48832700000000007
0.641	0.502918
0.64125	0.51757
0.6415	0.532172
0.64175	0.546701
0.642	0.561139
0.64225	0.575411
0.6425	0.589549
0.64275	0.603533
0.643	0.617346
0.64325	0.630884
0.6435	0.644212
0.64375	0.657315
0.644	0.670177
0.64425	0.682711
0.6445	0.694975
0.64475	0.706958
0.645	0.718649
0.64525	0.730173
0.6455	0.741391
0.64575	0.752296
0.646	0.762881
0.64625	0.773385
0.6465	0.783567
0.64675	0.7934220000000001
0.647	0.802949
0.64725	0.811821
0.6475	0.820355
0.64775	0.8285549999999999
0.648	0.8364209999999999
0.64825	0.843817
0.6485	0.850885
0.64875	0.8576290000000001
0.649	0.8640530000000001
0.64925	0.87049
0.6495	0.876625
0.64975	0.882466
0.65	0.888018
0.65025	0.8932190000000001
0.6505	0.8981469999999999
0.65075	0.902811
0.651	0.9072209999999999
0.65125	0.911323
0.6515	0.9151879999999999
0.65175	0.918825
0.652	0.9222440000000001
0.65225	0.92551
0.6525	0.9285760000000001
0.65275	0.9314530000000001
0.653	0.93415
0.65325	0.936559
0.6535	0.9388059999999999
0.65375	0.9408979999999999
0.654	0.942845
0.65425	0.9445879999999999
0.6545	0.9462020000000001
0.65475	0.9476950000000001
0.655	0.949074
0.65525	0.950526
0.6555	0.95188
0.65575	0.953141
0.656	0.954317
0.65625	0.955275
0.6565	0.956158
0.65675	0.956973
0.657	0.957724
0.65725	0.958691
0.6575	0.9596049999999999
0.65775	0.96047
0.658	0.961289
0.65825	0.961731
0.6585	0.9621350000000001
0.65875	0.9625040000000001
0.659	0.962841
0.65925	0.9634870000000001
0.6595	0.9641069999999999
0.65975	0.9647030000000001
0.66	0.965277
0.66025	0.9655540000000001
0.6605	0.9658129999999999
0.66075	0.9660569999999999
0.661	0.9662850000000001
0.66125	0.9665870000000001
0.6615	0.9668770000000001
0.66175	0.9671559999999999
0.662	0.967426
0.66225	0.967491
0.6625	0.967549
0.66275	0.9676
0.663	0.9676459999999999
0.66325	0.967951
0.6635	0.968251
0.66375	0.968548
0.664	0.9688399999999999
0.66425	0.969152
0.6645	0.969461
0.66475	0.969767
0.665	0.9700709999999999
0.66525	0.970441
0.6655	0.970809
0.66575	0.971175
0.666	0.971541
0.66625	0.971834
0.6665	0.9721270000000001
0.66675	0.972418
0.667	0.972709
0.66725	0.9728379999999999
0.6675	0.972965
0.66775	0.973093
0.668	0.9732190000000001
0.66825	0.9732620000000001
0.6685	0.973305
0.66875	0.973347
0.669	0.9733879999999999
0.66925	0.9734280000000001
0.6695	0.973467
0.66975	0.973507
0.67	0.9735450000000001
0.67025	0.973892
0.6705	0.974239
0.67075	0.974585
0.671	0.974931
0.67125	0.974894
0.6715	0.974856
0.67175	0.9748190000000001
0.672	0.9747809999999999
0.67225	0.9753
0.6725	0.97582
0.67275	0.976339
0.673	0.976859
0.67325	0.976988
0.6735	0.977118
0.67375	0.977247
0.674	0.977376
0.67425	0.9774639999999999
0.6745	0.9775510000000001
0.67475	0.9776389999999999
0.675	0.977726
0.67525	0.977719
0.6755	0.9777110000000001
0.67575	0.9777040000000001
0.676	0.9776959999999999
0.67625	0.9778469999999999
0.6765	0.9779959999999999
0.67675	0.978146
0.677	0.9782959999999999
0.67725	0.9785450000000001
0.6775	0.9787950000000001
0.67775	0.979044
0.678	0.9792930000000001
0.67825	0.979548
0.6785	0.9798030000000001
0.67875	0.980058
0.679	0.9803129999999999
0.67925	0.9804
0.6795	0.9804870000000001
0.67975	0.980574
0.68	0.9806600000000001
0.68025	0.980759
0.6805	0.980858
0.68075	0.980957
0.681	0.9810559999999999
0.68125	0.9811059999999999
0.6815	0.981157
0.68175	0.9812069999999999
0.682	0.9812559999999999
0.68225	0.981389
0.6825	0.9815209999999999
0.68275	0.9816540000000001
0.683	0.981786
0.68325	0.9819209999999999
0.6835	0.9820559999999999
0.68375	0.982191
0.684	0.982326
0.68425	0.982518
0.6845	0.9827100000000001
0.68475	0.982901
0.685	0.983092
0.68525	0.9832489999999999
0.6855	0.983405
0.68575	0.983561
0.686	0.983717
0.68625	0.983849
0.6865	0.983981
0.68675	0.9841129999999999
0.687	0.984245
0.68725	0.9843729999999999
0.6875	0.9845010000000001
0.68775	0.9846280000000001
0.688	0.984756
0.68825	0.98508
0.6885	0.9854040000000001
0.68875	0.985728
0.689	0.986051
0.68925	0.986001
0.6895	0.985951
0.68975	0.985901
0.69	0.98585
0.69025	0.9861139999999999
0.6905	0.9863780000000001
0.69075	0.986642
0.691	0.986906
0.69125	0.987358
0.6915	0.9878100000000001
0.69175	0.9882620000000001
0.692	0.988714
0.69225	0.988349
0.6925	0.987983
0.69275	0.987617
0.693	0.987251
0.69325	0.9876209999999999
0.6935	0.9879899999999999
0.69375	0.98836
0.694	0.9887290000000001
0.69425	0.9886950000000001
0.6945	0.98866
0.69475	0.988625
0.695	0.98859
0.69525	0.988819
0.6955	0.9890469999999999
0.69575	0.989275
0.696	0.989503
0.69625	0.989606
0.6965	0.9897090000000001
0.69675	0.9898110000000001
0.697	0.9899129999999999
0.69725	0.989992
0.6975	0.9900709999999999
0.69775	0.990149
0.698	0.9902270000000001
0.69825	0.990556
0.6985	0.990884
0.69875	0.9912120000000001
0.699	0.991539
0.69925	0.991632
0.6995	0.9917239999999999
0.69975	0.991816
0.7	0.991907
0.70025	0.9920450000000001
0.7005	0.992183
0.70075	0.9923209999999999
0.701	0.992459
0.70125	0.9921040000000001
0.7015	0.99175
0.70175	0.9913959999999999
0.702	0.991041
0.70225	0.9911
0.7025	0.99116
0.70275	0.9912190000000001
0.703	0.9912780000000001
0.70325	0.991692
0.7035	0.9921049999999999
0.70375	0.992519
0.704	0.9929319999999999
0.70425	0.9930979999999999
0.7045	0.9932629999999999
0.70475	0.9934280000000001
0.705	0.9935930000000001
0.70525	0.9937809999999999
0.7055	0.9939680000000001
